Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Montenegro,MNE,"Population, total",SP.POP.TOTL,616177
Montenegro,MNE,"Population, male",SP.POP.TOTL.MA.IN,299975
Montenegro,MNE,"Population, female",SP.POP.TOTL.FE.IN,316201
Morocco,MAR,"Population, total",SP.POP.TOTL,37840044
Morocco,MAR,"Population, male",SP.POP.TOTL.MA.IN,19037976
Morocco,MAR,"Population, female",SP.POP.TOTL.FE.IN,18802069
Mozambique,MOZ,"Population, total",SP.POP.TOTL,33897354
Mozambique,MOZ,"Population, male",SP.POP.TOTL.MA.IN,16634672
Mozambique,MOZ,"Population, female",SP.POP.TOTL.FE.IN,17262682
Myanmar,MMR,"Population, total",SP.POP.TOTL,54577997
Myanmar,MMR,"Population, male",SP.POP.TOTL.MA.IN,27152968
Myanmar,MMR,"Population, female",SP.POP.TOTL.FE.IN,27425029
Namibia,NAM,"Population, total",SP.POP.TOTL,2604172
Namibia,NAM,"Population, male",SP.POP.TOTL.MA.IN,1256253
Namibia,NAM,"Population, female",SP.POP.TOTL.FE.IN,1347919
Nauru,NRU,"Population, total",SP.POP.TOTL,12780
Nauru,NRU,"Population, male",SP.POP.TOTL.MA.IN,6487
Nauru,NRU,"Population, female",SP.POP.TOTL.FE.IN,6293
Nepal,NPL,"Population, total",SP.POP.TOTL,30896590
Nepal,NPL,"Population, male",SP.POP.TOTL.MA.IN,14812363
Nepal,NPL,"Population, female",SP.POP.TOTL.FE.IN,16084227
Netherlands,NLD,"Population, total",SP.POP.TOTL,17879488
Netherlands,NLD,"Population, male",SP.POP.TOTL.MA.IN,8889938
Netherlands,NLD,"Population, female",SP.POP.TOTL.FE.IN,8989550
New Caledonia,NCL,"Population, total",SP.POP.TOTL,267940
New Caledonia,NCL,"Population, male",SP.POP.TOTL.MA.IN,133187
New Caledonia,NCL,"Population, female",SP.POP.TOTL.FE.IN,134753
New Zealand,NZL,"Population, total",SP.POP.TOTL,5223100
New Zealand,NZL,"Population, male",SP.POP.TOTL.MA.IN,2589442
New Zealand,NZL,"Population, female",SP.POP.TOTL.FE.IN,2633658
Nicaragua,NIC,"Population, total",SP.POP.TOTL,7046310
Nicaragua,NIC,"Population, male",SP.POP.TOTL.MA.IN,3471990
Nicaragua,NIC,"Population, female",SP.POP.TOTL.FE.IN,3574321
Niger,NER,"Population, total",SP.POP.TOTL,27202843
Niger,NER,"Population, male",SP.POP.TOTL.MA.IN,13797289
Niger,NER,"Population, female",SP.POP.TOTL.FE.IN,13405554
Nigeria,NGA,"Population, total",SP.POP.TOTL,223804632
Nigeria,NGA,"Population, male",SP.POP.TOTL.MA.IN,113132890
Nigeria,NGA,"Population, female",SP.POP.TOTL.FE.IN,110671742
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1811980
North Macedonia,MKD,"Population, male",SP.POP.TOTL.MA.IN,902961
North Macedonia,MKD,"Population, female",SP.POP.TOTL.FE.IN,909019
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,49796
Northern Mariana Islands,MNP,"Population, male",SP.POP.TOTL.MA.IN,26747
Northern Mariana Islands,MNP,"Population, female",SP.POP.TOTL.FE.IN,23049
Norway,NOR,"Population, total",SP.POP.TOTL,5519594
Norway,NOR,"Population, male",SP.POP.TOTL.MA.IN,2785769
Norway,NOR,"Population, female",SP.POP.TOTL.FE.IN,2733825
Oman,OMN,"Population, total",SP.POP.TOTL,4644384
Oman,OMN,"Population, male",SP.POP.TOTL.MA.IN,2818990
Oman,OMN,"Population, female",SP.POP.TOTL.FE.IN,1825394
Pakistan,PAK,"Population, total",SP.POP.TOTL,240485658
Pakistan,PAK,"Population, male",SP.POP.TOTL.MA.IN,121256617
Pakistan,PAK,"Population, female",SP.POP.TOTL.FE.IN,119229040
Palau,PLW,"Population, total",SP.POP.TOTL,18058
Palau,PLW,"Population, male",SP.POP.TOTL.MA.IN,9359
Palau,PLW,"Population, female",SP.POP.TOTL.FE.IN,8698
Panama,PAN,"Population, total",SP.POP.TOTL,4468087
Panama,PAN,"Population, male",SP.POP.TOTL.MA.IN,2233572
Panama,PAN,"Population, female",SP.POP.TOTL.FE.IN,2234515
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,10329931
Papua New Guinea,PNG,"Population, male",SP.POP.TOTL.MA.IN,5323347
Papua New Guinea,PNG,"Population, female",SP.POP.TOTL.FE.IN,5006583
Paraguay,PRY,"Population, total",SP.POP.TOTL,6861524
Paraguay,PRY,"Population, male",SP.POP.TOTL.MA.IN,3441402
Paraguay,PRY,"Population, female",SP.POP.TOTL.FE.IN,3420122
Peru,PER,"Population, total",SP.POP.TOTL,34352719
Peru,PER,"Population, male",SP.POP.TOTL.MA.IN,17005118
Peru,PER,"Population, female",SP.POP.TOTL.FE.IN,17347601
Philippines,PHL,"Population, total",SP.POP.TOTL,117337368
Philippines,PHL,"Population, male",SP.POP.TOTL.MA.IN,59593853
Philippines,PHL,"Population, female",SP.POP.TOTL.FE.IN,57743514
Poland,POL,"Population, total",SP.POP.TOTL,36685849
Poland,POL,"Population, male",SP.POP.TOTL.MA.IN,17776393
Poland,POL,"Population, female",SP.POP.TOTL.FE.IN,18909456
Portugal,PRT,"Population, total",SP.POP.TOTL,10525347
Portugal,PRT,"Population, male",SP.POP.TOTL.MA.IN,4967858
Portugal,PRT,"Population, female",SP.POP.TOTL.FE.IN,5557489
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,3205691
Puerto Rico,PRI,"Population, male",SP.POP.TOTL.MA.IN,1510228
Puerto Rico,PRI,"Population, female",SP.POP.TOTL.FE.IN,1695462
Qatar,QAT,"Population, total",SP.POP.TOTL,2716391
Qatar,QAT,"Population, male",SP.POP.TOTL.MA.IN,1964435
Qatar,QAT,"Population, female",SP.POP.TOTL.FE.IN,751956
Romania,ROU,"Population, total",SP.POP.TOTL,19056116
Romania,ROU,"Population, male",SP.POP.TOTL.MA.IN,9222390
Romania,ROU,"Population, female",SP.POP.TOTL.FE.IN,9833726
Russian Federation,RUS,"Population, total",SP.POP.TOTL,143826130
Russian Federation,RUS,"Population, male",SP.POP.TOTL.MA.IN,66800500
Russian Federation,RUS,"Population, female",SP.POP.TOTL.FE.IN,77025630
Rwanda,RWA,"Population, total",SP.POP.TOTL,14094683
Rwanda,RWA,"Population, male",SP.POP.TOTL.MA.IN,6901261
Rwanda,RWA,"Population, female",SP.POP.TOTL.FE.IN,7193422
Samoa,WSM,"Population, total",SP.POP.TOTL,225681
Samoa,WSM,"Population, male",SP.POP.TOTL.MA.IN,115059
Samoa,WSM,"Population, female",SP.POP.TOTL.FE.IN,110622
San Marino,SMR,"Population, total",SP.POP.TOTL,33642
San Marino,SMR,"Population, male",SP.POP.TOTL.MA.IN,16381
San Marino,SMR,"Population, female",SP.POP.TOTL.FE.IN,17261
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,231856
Sao Tome and Principe,STP,"Population, male",SP.POP.TOTL.MA.IN,115601
Sao Tome and Principe,STP,"Population, female",SP.POP.TOTL.FE.IN,116254
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,36947025
Saudi Arabia,SAU,"Population, male",SP.POP.TOTL.MA.IN,21246137
Saudi Arabia,SAU,"Population, female",SP.POP.TOTL.FE.IN,15700888
Senegal,SEN,"Population, total",SP.POP.TOTL,17763163
Senegal,SEN,"Population, male",SP.POP.TOTL.MA.IN,8737489
Senegal,SEN,"Population, female",SP.POP.TOTL.FE.IN,9025674
Serbia,SRB,"Population, total",SP.POP.TOTL,6618026
Serbia,SRB,"Population, male",SP.POP.TOTL.MA.IN,3172990
Serbia,SRB,"Population, female",SP.POP.TOTL.FE.IN,3445036
Seychelles,SYC,"Population, total",SP.POP.TOTL,119773
Seychelles,SYC,"Population, male",SP.POP.TOTL.MA.IN,62940
Seychelles,SYC,"Population, female",SP.POP.TOTL.FE.IN,56834
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,8791092
Sierra Leone,SLE,"Population, male",SP.POP.TOTL.MA.IN,4405685
Sierra Leone,SLE,"Population, female",SP.POP.TOTL.FE.IN,4385407
Singapore,SGP,"Population, total",SP.POP.TOTL,5917648
Singapore,SGP,"Population, male",SP.POP.TOTL.MA.IN,3092505
Singapore,SGP,"Population, female",SP.POP.TOTL.FE.IN,2825143
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,41163
Sint Maarten (Dutch part),SXM,"Population, male",SP.POP.TOTL.MA.IN,22005
Sint Maarten (Dutch part),SXM,"Population, female",SP.POP.TOTL.FE.IN,19157
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5426740
Slovak Republic,SVK,"Population, male",SP.POP.TOTL.MA.IN,2653203
Slovak Republic,SVK,"Population, female",SP.POP.TOTL.FE.IN,2773537
Slovenia,SVN,"Population, total",SP.POP.TOTL,2120937
Slovenia,SVN,"Population, male",SP.POP.TOTL.MA.IN,1066611
Slovenia,SVN,"Population, female",SP.POP.TOTL.FE.IN,1054325
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,740424
Solomon Islands,SLB,"Population, male",SP.POP.TOTL.MA.IN,377872
Solomon Islands,SLB,"Population, female",SP.POP.TOTL.FE.IN,362553
Somalia,SOM,"Population, total",SP.POP.TOTL,18143378
Somalia,SOM,"Population, male",SP.POP.TOTL.MA.IN,9096520
Somalia,SOM,"Population, female",SP.POP.TOTL.FE.IN,9046859
South Africa,ZAF,"Population, total",SP.POP.TOTL,60414495
South Africa,ZAF,"Population, male",SP.POP.TOTL.MA.IN,29451976
South Africa,ZAF,"Population, female",SP.POP.TOTL.FE.IN,30962518
South Sudan,SSD,"Population, total",SP.POP.TOTL,11088796
South Sudan,SSD,"Population, male",SP.POP.TOTL.MA.IN,5493900
South Sudan,SSD,"Population, female",SP.POP.TOTL.FE.IN,5594895
Spain,ESP,"Population, total",SP.POP.TOTL,48373336
Spain,ESP,"Population, male",SP.POP.TOTL.MA.IN,23710861
Spain,ESP,"Population, female",SP.POP.TOTL.FE.IN,24662475
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,22037000
Sri Lanka,LKA,"Population, male",SP.POP.TOTL.MA.IN,10608547
Sri Lanka,LKA,"Population, female",SP.POP.TOTL.FE.IN,11428453
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,47755
St. Kitts and Nevis,KNA,"Population, male",SP.POP.TOTL.MA.IN,23034
St. Kitts and Nevis,KNA,"Population, female",SP.POP.TOTL.FE.IN,24721
St. Lucia,LCA,"Population, total",SP.POP.TOTL,180251
St. Lucia,LCA,"Population, male",SP.POP.TOTL.MA.IN,89058
St. Lucia,LCA,"Population, female",SP.POP.TOTL.FE.IN,91192
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,32077
St. Martin (French part),MAF,"Population, male",SP.POP.TOTL.MA.IN,15242
St. Martin (French part),MAF,"Population, female",SP.POP.TOTL.FE.IN,16834
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,103698
St. Vincent and the Grenadines,VCT,"Population, male",SP.POP.TOTL.MA.IN,52713
St. Vincent and the Grenadines,VCT,"Population, female",SP.POP.TOTL.FE.IN,50986
Sudan,SDN,"Population, total",SP.POP.TOTL,48109006
Sudan,SDN,"Population, male",SP.POP.TOTL.MA.IN,24034469
Sudan,SDN,"Population, female",SP.POP.TOTL.FE.IN,24074537
Suriname,SUR,"Population, total",SP.POP.TOTL,623236
Suriname,SUR,"Population, male",SP.POP.TOTL.MA.IN,309907
Suriname,SUR,"Population, female",SP.POP.TOTL.FE.IN,313329
Sweden,SWE,"Population, total",SP.POP.TOTL,10536632
Sweden,SWE,"Population, male",SP.POP.TOTL.MA.IN,5311829
Sweden,SWE,"Population, female",SP.POP.TOTL.FE.IN,5224802
Switzerland,CHE,"Population, total",SP.POP.TOTL,8849852
Switzerland,CHE,"Population, male",SP.POP.TOTL.MA.IN,4397109
Switzerland,CHE,"Population, female",SP.POP.TOTL.FE.IN,4452743
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,23227014
Syrian Arab Republic,SYR,"Population, male",SP.POP.TOTL.MA.IN,11625364
Syrian Arab Republic,SYR,"Population, female",SP.POP.TOTL.FE.IN,11601649
Tajikistan,TJK,"Population, total",SP.POP.TOTL,10143543
Tajikistan,TJK,"Population, male",SP.POP.TOTL.MA.IN,5104843
Tajikistan,TJK,"Population, female",SP.POP.TOTL.FE.IN,5038700
Tanzania,TZA,"Population, total",SP.POP.TOTL,67438106
Tanzania,TZA,"Population, male",SP.POP.TOTL.MA.IN,33337209
Tanzania,TZA,"Population, female",SP.POP.TOTL.FE.IN,34100897
Thailand,THA,"Population, total",SP.POP.TOTL,71801279
Thailand,THA,"Population, male",SP.POP.TOTL.MA.IN,34825715
Thailand,THA,"Population, female",SP.POP.TOTL.FE.IN,36975565
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,1360596
Timor-Leste,TLS,"Population, male",SP.POP.TOTL.MA.IN,693822
Timor-Leste,TLS,"Population, female",SP.POP.TOTL.FE.IN,666774
Togo,TGO,"Population, total",SP.POP.TOTL,9053799
Togo,TGO,"Population, male",SP.POP.TOTL.MA.IN,4551892
Togo,TGO,"Population, female",SP.POP.TOTL.FE.IN,4501907
Tonga,TON,"Population, total",SP.POP.TOTL,107773
Tonga,TON,"Population, male",SP.POP.TOTL.MA.IN,53317
Tonga,TON,"Population, female",SP.POP.TOTL.FE.IN,54456
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1534937
Trinidad and Tobago,TTO,"Population, male",SP.POP.TOTL.MA.IN,756408
Trinidad and Tobago,TTO,"Population, female",SP.POP.TOTL.FE.IN,778529
Tunisia,TUN,"Population, total",SP.POP.TOTL,12458223
Tunisia,TUN,"Population, male",SP.POP.TOTL.MA.IN,6145027
Tunisia,TUN,"Population, female",SP.POP.TOTL.FE.IN,6313196
Turkiye,TUR,"Population, total",SP.POP.TOTL,85326000
Turkiye,TUR,"Population, male",SP.POP.TOTL.MA.IN,42745739
Turkiye,TUR,"Population, female",SP.POP.TOTL.FE.IN,42580261
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,6516100
Turkmenistan,TKM,"Population, male",SP.POP.TOTL.MA.IN,3228059
Turkmenistan,TKM,"Population, female",SP.POP.TOTL.FE.IN,3288041
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,46062
Turks and Caicos Islands,TCA,"Population, male",SP.POP.TOTL.MA.IN,23169
Turks and Caicos Islands,TCA,"Population, female",SP.POP.TOTL.FE.IN,22892
Tuvalu,TUV,"Population, total",SP.POP.TOTL,11396
Tuvalu,TUV,"Population, male",SP.POP.TOTL.MA.IN,5835
Tuvalu,TUV,"Population, female",SP.POP.TOTL.FE.IN,5561
Uganda,UGA,"Population, total",SP.POP.TOTL,48582334
Uganda,UGA,"Population, male",SP.POP.TOTL.MA.IN,24070802
Uganda,UGA,"Population, female",SP.POP.TOTL.FE.IN,24511532
Ukraine,UKR,"Population, total",SP.POP.TOTL,37000000
Ukraine,UKR,"Population, male",SP.POP.TOTL.MA.IN,16871609
Ukraine,UKR,"Population, female",SP.POP.TOTL.FE.IN,20128390
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,9516871
United Arab Emirates,ARE,"Population, male",SP.POP.TOTL.MA.IN,6583587
United Arab Emirates,ARE,"Population, female",SP.POP.TOTL.FE.IN,2933285
United Kingdom,GBR,"Population, total",SP.POP.TOTL,68350000
United Kingdom,GBR,"Population, male",SP.POP.TOTL.MA.IN,33788722
United Kingdom,GBR,"Population, female",SP.POP.TOTL.FE.IN,34561278
United States,USA,"Population, total",SP.POP.TOTL,334914895
United States,USA,"Population, male",SP.POP.TOTL.MA.IN,165779952
United States,USA,"Population, female",SP.POP.TOTL.FE.IN,169134944
Uruguay,URY,"Population, total",SP.POP.TOTL,3423108
Uruguay,URY,"Population, male",SP.POP.TOTL.MA.IN,1659092
Uruguay,URY,"Population, female",SP.POP.TOTL.FE.IN,1764016
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,36412350
Uzbekistan,UZB,"Population, male",SP.POP.TOTL.MA.IN,18223962
Uzbekistan,UZB,"Population, female",SP.POP.TOTL.FE.IN,18188387
Vanuatu,VUT,"Population, total",SP.POP.TOTL,334506
Vanuatu,VUT,"Population, male",SP.POP.TOTL.MA.IN,168202
Vanuatu,VUT,"Population, female",SP.POP.TOTL.FE.IN,166304
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,28838499
"Venezuela, RB",VEN,"Population, male",SP.POP.TOTL.MA.IN,14254932
"Venezuela, RB",VEN,"Population, female",SP.POP.TOTL.FE.IN,14583567
Viet Nam,VNM,"Population, total",SP.POP.TOTL,98858950
Viet Nam,VNM,"Population, male",SP.POP.TOTL.MA.IN,48850248
Viet Nam,VNM,"Population, female",SP.POP.TOTL.FE.IN,50008702
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,104917
Virgin Islands (U.S.),VIR,"Population, male",SP.POP.TOTL.MA.IN,48751
Virgin Islands (U.S.),VIR,"Population, female",SP.POP.TOTL.FE.IN,56166
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,5165775
West Bank and Gaza,PSE,"Population, male",SP.POP.TOTL.MA.IN,2578229
West Bank and Gaza,PSE,"Population, female",SP.POP.TOTL.FE.IN,2587546
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,34449825
"Yemen, Rep.",YEM,"Population, male",SP.POP.TOTL.MA.IN,17396462
"Yemen, Rep.",YEM,"Population, female",SP.POP.TOTL.FE.IN,17053363
Zambia,ZMB,"Population, total",SP.POP.TOTL,20569737
Zambia,ZMB,"Population, male",SP.POP.TOTL.MA.IN,10148862
Zambia,ZMB,"Population, female",SP.POP.TOTL.FE.IN,10420876
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,16665409
Zimbabwe,ZWE,"Population, male",SP.POP.TOTL.MA.IN,7879254
Zimbabwe,ZWE,"Population, female",SP.POP.TOTL.FE.IN,8786155
Africa Eastern and Southern,AFE,"Population, total",SP.POP.TOTL,739108306
Africa Eastern and Southern,AFE,"Population, male",SP.POP.TOTL.MA.IN,366123110
Africa Eastern and Southern,AFE,"Population, female",SP.POP.TOTL.FE.IN,372985196
Africa Western and Central,AFW,"Population, total",SP.POP.TOTL,502789511
Africa Western and Central,AFW,"Population, male",SP.POP.TOTL.MA.IN,252803314
Africa Western and Central,AFW,"Population, female",SP.POP.TOTL.FE.IN,249986197
Arab World,ARB,"Population, total",SP.POP.TOTL,473272080
Arab World,ARB,"Population, male",SP.POP.TOTL.MA.IN,244397809
Arab World,ARB,"Population, female",SP.POP.TOTL.FE.IN,228874274
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,3167738
Caribbean small states,CSS,"Population, male",SP.POP.TOTL.MA.IN,1556520
Caribbean small states,CSS,"Population, female",SP.POP.TOTL.FE.IN,1611219
Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,100156608
Central Europe and the Baltics,CEB,"Population, male",SP.POP.TOTL.MA.IN,48560043
Central Europe and the Baltics,CEB,"Population, female",SP.POP.TOTL.FE.IN,51596563
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,3486290439
Early-demographic dividend,EAR,"Population, male",SP.POP.TOTL.MA.IN,1768460298
Early-demographic dividend,EAR,"Population, female",SP.POP.TOTL.FE.IN,1717830140
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2380601170
East Asia & Pacific,EAS,"Population, male",SP.POP.TOTL.MA.IN,1202697866
East Asia & Pacific,EAS,"Population, female",SP.POP.TOTL.FE.IN,1177903303
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,2133652241
East Asia & Pacific (excluding high income),EAP,"Population, male",SP.POP.TOTL.MA.IN,1081444313
East Asia & Pacific (excluding high income),EAP,"Population, female",SP.POP.TOTL.FE.IN,1052207927
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,2107522258
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, male",SP.POP.TOTL.MA.IN,1068499453
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, female",SP.POP.TOTL.FE.IN,1039022802
Euro area,EMU,"Population, total",SP.POP.TOTL,350357398
Euro area,EMU,"Population, male",SP.POP.TOTL.MA.IN,171364594
Euro area,EMU,"Population, female",SP.POP.TOTL.FE.IN,178992802
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,923929755
Europe & Central Asia,ECS,"Population, male",SP.POP.TOTL.MA.IN,448569753
Europe & Central Asia,ECS,"Population, female",SP.POP.TOTL.FE.IN,475360004
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,247474425
Europe & Central Asia (excluding high income),ECA,"Population, male",SP.POP.TOTL.MA.IN,120861849
Europe & Central Asia (excluding high income),ECA,"Population, female",SP.POP.TOTL.FE.IN,126612577
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,457326090
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, male",SP.POP.TOTL.MA.IN,219657461
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, female",SP.POP.TOTL.FE.IN,237668630
European Union,EUU,"Population, total",SP.POP.TOTL,449476878
European Union,EUU,"Population, male",SP.POP.TOTL.MA.IN,219725386
European Union,EUU,"Population, female",SP.POP.TOTL.FE.IN,229751489
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,1042703808
Fragile and conflict affected situations,FCS,"Population, male",SP.POP.TOTL.MA.IN,520421329
Fragile and conflict affected situations,FCS,"Population, female",SP.POP.TOTL.FE.IN,522282477
Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,907995430
Heavily indebted poor countries (HIPC),HPC,"Population, male",SP.POP.TOTL.MA.IN,452626654
Heavily indebted poor countries (HIPC),HPC,"Population, female",SP.POP.TOTL.FE.IN,455368781
High income,HIC,"Population, total",SP.POP.TOTL,1403021503
High income,HIC,"Population, male",SP.POP.TOTL.MA.IN,693050100
High income,HIC,"Population, female",SP.POP.TOTL.FE.IN,709971402
IBRD only,IBD,"Population, total",SP.POP.TOTL,4937047867
IBRD only,IBD,"Population, male",SP.POP.TOTL.MA.IN,2492689713
IBRD only,IBD,"Population, female",SP.POP.TOTL.FE.IN,2444358155
IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,6819750360
IDA & IBRD total,IBT,"Population, male",SP.POP.TOTL.MA.IN,3432490834
IDA & IBRD total,IBT,"Population, female",SP.POP.TOTL.FE.IN,3387259529
IDA blend,IDB,"Population, total",SP.POP.TOTL,622553200
IDA blend,IDB,"Population, male",SP.POP.TOTL.MA.IN,312968471
IDA blend,IDB,"Population, female",SP.POP.TOTL.FE.IN,309584726
IDA only,IDX,"Population, total",SP.POP.TOTL,1260149293
IDA only,IDX,"Population, male",SP.POP.TOTL.MA.IN,626832650
IDA only,IDX,"Population, female",SP.POP.TOTL.FE.IN,633316648
IDA total,IDA,"Population, total",SP.POP.TOTL,1882702493
IDA total,IDA,"Population, male",SP.POP.TOTL.MA.IN,939801121
IDA total,IDA,"Population, female",SP.POP.TOTL.FE.IN,942901374
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2326833223
Late-demographic dividend,LTE,"Population, male",SP.POP.TOTL.MA.IN,1169386464
Late-demographic dividend,LTE,"Population, female",SP.POP.TOTL.FE.IN,1157446763
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,664155299
Latin America & Caribbean,LCN,"Population, male",SP.POP.TOTL.MA.IN,326980721
Latin America & Caribbean,LCN,"Population, female",SP.POP.TOTL.FE.IN,337174577
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,600825676
Latin America & Caribbean (excluding high income),LAC,"Population, male",SP.POP.TOTL.MA.IN,295745163
Latin America & Caribbean (excluding high income),LAC,"Population, female",SP.POP.TOTL.FE.IN,305080516
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,648763330
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, male",SP.POP.TOTL.MA.IN,319441652
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, female",SP.POP.TOTL.FE.IN,329321681
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,1150346774
Least developed countries: UN classification,LDC,"Population, male",SP.POP.TOTL.MA.IN,572027594
Least developed countries: UN classification,LDC,"Population, female",SP.POP.TOTL.FE.IN,578319180
Low & middle income,LMY,"Population, total",SP.POP.TOTL,6593137026
Low & middle income,LMY,"Population, male",SP.POP.TOTL.MA.IN,3325458882
Low & middle income,LMY,"Population, female",SP.POP.TOTL.FE.IN,3267678148
Low income,LIC,"Population, total",SP.POP.TOTL,722984063
Low income,LIC,"Population, male",SP.POP.TOTL.MA.IN,360901606
Low income,LIC,"Population, female",SP.POP.TOTL.FE.IN,362082454
Lower middle income,LMC,"Population, total",SP.POP.TOTL,3059564861
Lower middle income,LMC,"Population, male",SP.POP.TOTL.MA.IN,1552139929
Lower middle income,LMC,"Population, female",SP.POP.TOTL.FE.IN,1507424937
Middle East & North Africa,MEA,"Population, total",SP.POP.TOTL,500787313
Middle East & North Africa,MEA,"Population, male",SP.POP.TOTL.MA.IN,258613669
Middle East & North Africa,MEA,"Population, female",SP.POP.TOTL.FE.IN,242173644
Middle East & North Africa (excluding high income),MNA,"Population, total",SP.POP.TOTL,430857111
Middle East & North Africa (excluding high income),MNA,"Population, male",SP.POP.TOTL.MA.IN,217308298
Middle East & North Africa (excluding high income),MNA,"Population, female",SP.POP.TOTL.FE.IN,213548814
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, total",SP.POP.TOTL,425691336
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, male",SP.POP.TOTL.MA.IN,214730069
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, female",SP.POP.TOTL.FE.IN,210961268
Middle income,MIC,"Population, total",SP.POP.TOTL,5870152963
Middle income,MIC,"Population, male",SP.POP.TOTL.MA.IN,2964557276
Middle income,MIC,"Population, female",SP.POP.TOTL.FE.IN,2905595694
North America,NAC,"Population, total",SP.POP.TOTL,375076145
North America,NAC,"Population, male",SP.POP.TOTL.MA.IN,185739706
North America,NAC,"Population, female",SP.POP.TOTL.FE.IN,189336441
Not classified,INX,"Population, total",SP.POP.TOTL,..
Not classified,INX,"Population, male",SP.POP.TOTL.MA.IN,..
Not classified,INX,"Population, female",SP.POP.TOTL.FE.IN,..
OECD members,OED,"Population, total",SP.POP.TOTL,1385005653
OECD members,OED,"Population, male",SP.POP.TOTL.MA.IN,681871421
OECD members,OED,"Population, female",SP.POP.TOTL.FE.IN,703134229
Other small states,OSS,"Population, total",SP.POP.TOTL,14240737
Other small states,OSS,"Population, male",SP.POP.TOTL.MA.IN,7337708
Other small states,OSS,"Population, female",SP.POP.TOTL.FE.IN,6903027
Pacific island small states,PSS,"Population, total",SP.POP.TOTL,2677728
Pacific island small states,PSS,"Population, male",SP.POP.TOTL.MA.IN,1350081
Pacific island small states,PSS,"Population, female",SP.POP.TOTL.FE.IN,1327648
Post-demographic dividend,PST,"Population, total",SP.POP.TOTL,1119478514
Post-demographic dividend,PST,"Population, male",SP.POP.TOTL.MA.IN,549418433
Post-demographic dividend,PST,"Population, female",SP.POP.TOTL.FE.IN,570060079
Pre-demographic dividend,PRE,"Population, total",SP.POP.TOTL,1065710613
Pre-demographic dividend,PRE,"Population, male",SP.POP.TOTL.MA.IN,532288410
Pre-demographic dividend,PRE,"Population, female",SP.POP.TOTL.FE.IN,533422205
Small states,SST,"Population, total",SP.POP.TOTL,20086203
Small states,SST,"Population, male",SP.POP.TOTL.MA.IN,10244309
Small states,SST,"Population, female",SP.POP.TOTL.FE.IN,9841894
