Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
South Asia,SAS,"Population, total",SP.POP.TOTL,1938549529
South Asia,SAS,"Population, male",SP.POP.TOTL.MA.IN,991235775
South Asia,SAS,"Population, female",SP.POP.TOTL.FE.IN,947313755
South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,1938549529
South Asia (IDA & IBRD),TSA,"Population, male",SP.POP.TOTL.MA.IN,991235775
South Asia (IDA & IBRD),TSA,"Population, female",SP.POP.TOTL.FE.IN,947313755
Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,1241897817
Sub-Saharan Africa,SSF,"Population, male",SP.POP.TOTL.MA.IN,618926424
Sub-Saharan Africa,SSF,"Population, female",SP.POP.TOTL.FE.IN,622971393
Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,1241778044
Sub-Saharan Africa (excluding high income),SSA,"Population, male",SP.POP.TOTL.MA.IN,618863484
Sub-Saharan Africa (excluding high income),SSA,"Population, female",SP.POP.TOTL.FE.IN,622914559
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,1241897817
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, male",SP.POP.TOTL.MA.IN,618926424
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, female",SP.POP.TOTL.FE.IN,622971393
Upper middle income,UMC,"Population, total",SP.POP.TOTL,2810588102
Upper middle income,UMC,"Population, male",SP.POP.TOTL.MA.IN,1412417347
Upper middle income,UMC,"Population, female",SP.POP.TOTL.FE.IN,1398170757
World,WLD,"Population, total",SP.POP.TOTL,8024997028
World,WLD,"Population, male",SP.POP.TOTL.MA.IN,4032763914
World,WLD,"Population, female",SP.POP.TOTL.FE.IN,3992233117
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 11/13/2024,,,,
